ACAD Sample Number,Genetic Sex,Sample QC'd in Online db & lab work files?,Extraction,Est. Amt. of Extract left,Bone left?,PCR,LibraryPrep,Est. Amt. of Post-Bst library left in tram barn,P5 Adapter Sequence,P7 Adapter Sequence,Tapestation File,Post-cleanup Concentration,Shotgun Sequencing Run,Sequencing Index,Shotgun Screening %Endogenous,Shotgun Screening %Clonality,Est. Amt. of PCR-amplified Library left in Darling,Capture Mito,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,WMG Capture Sequencing Run,Sequencing Index,Capture 10k,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,SNP Capture Sequencing Run,Sequencing Index,WMG?,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Date of entry into ACAD,ACAD Location,Sample Number,ABC/Oxford Sample Number,Group Number,Sample Description,Genus,Species,Sub species,Category of Sample,Sample Details,Sample Notes,Region,Country,State,Locality,Specific Location,Latitude,Longitude,How location was obtained,Datum,Collection Details,Collection Notes,Date Collected,Collected by,Quality,Museum Name,Museum Accession Number,Sampled by,Date Sampled,ACAD Location,Carbon Date,Mismatch reason,Extracted By/ Date,Date of entry into ACAD,Import permit #,Notes,Sample repatriated,Bone left?,DNA extract?,Museum,Accn. No.,Radiocarbon Accn. No.,Age ,Cal,SE,N/S,Genbank #,# gens,Sample Reference,Date Source,Centre,Centre_num,Stage,Date,Error,OxCal4.2 Int13 Mean calBP,del13      ,del15      ,Sample Reference,Centre,Centre_num,Date,Error,del13      ,del15      ,Centre,Centre_num,Date,Error,del13      ,del15      ,Shapiro?,Shapiro Success?
1573,M,,"BS105, BS767",,,,BLP33.18,,,,,,,,0.0529348446195,,,BHC28.12,,,,,,,,,,Shotgun/BHC28.12-6.2.17,,,,GP0000,,DNA Extract,"BS105, BS767",Bison - Alaska,,GP0000,,DNA Extract,"BS105, BS767",Bison - Alaska,31-May-01,Bison - Alaska,0,ABC03985,GP0000,0,Bison,,,DNA Extract,metacarpal,bag empty,Alaska,United States,,Fairbanks,Ester Creek,64.84,-147.96,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1938,,,American Museum of Natural History,A-144-9359,Alan and Beth,11-Jan-00,Bison - Alaska,Guthrie 23380+-460,,"BS105, BS767",31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y/?,AMNH,A-144-9359,NA,23380±460,"28,209",574,n,AY748479,7052.25,"BS105, BS767",ACAD db/Shapiro et al. 2004,Guthrie,,LGM,23380,460,27607,,,,,,,,,,,,,,,,Shapiro,Y
1574,M,,"BS242, BS771",,,,BLP37.04,,,,,,,,0.00892423545866,,,BHC28.21,,,,,,,,,,Shotgun/BHC28.21-6.2.17,,,,GP0000,,DNA Extract,"BS242, BS771",Bison - Alaska,,GP0000,,DNA Extract,"BS242, BS771",Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07108,GP0000,0,Bison,,,DNA Extract,metacarpal,,Alaska,United States,,,Eschscholtz Bay,65.12,-147.53,From Metcalf et al. 2012 SI data,,,,,,,American Museum of Natural History,FAM 14322,Alan and Beth,20-May-00,Bison - Alaska,OxA-11273 C14=53800+-2900,"Bags says museum number is FAM14332, database says FAM14322","BS242, BS771",31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y/?,AMNH,FAM 14332,OxA-11273,53800±2900,55232,4376,n,AY748552,13808,BS242/FAM 14332,ACAD db/Shapiro et al. 2004,OxA,11273,Late Pleistocene,53800,2900,56160,-19.0,4.0,,,,,,,,,,,,,,Shapiro,Y
1576,,,BS781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS781,,,GP0000,,Bone,BS781,,31-May-01,0,0,ABC05418,GP0000,0,Bison,Bison,,Bone,Metax,,,,,,,Not enough information in db,,,,,,,,2 or 3/4,Ekaterinberg,1070/528,Alan Cooper?,,0,,,BS781,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,,,BS782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS782,,,GP0000,,Bone,BS782,,31-May-01,0,0,ABC05413,GP0000,0,Bison,Bison,,Bone,Astragalus (huge),,,,,,,Not enough information in db,,,,,,,,2 or 3/4,Ekaterinberg,915/381,Alan Cooper?,,0,,,BS782,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,,,BS649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS649,Bison - Mexico,,GP0000,,Bone,BS649,Bison - Mexico,31-May-01,Bison - Mexico,0,ABC07229,GP0000,0,Bison,,,Bone,R. metacarpal,_x000B_,Canada,Canada,YT,,Dawson area_x000B_Cripple Hill,64.0078,-139.3419,Estimated from site description*,,,,1978,,,Canadian Museum of Nature,CMN 35780,Alan and Beth,28-May-00,Bison - Mexico,,,BS649,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1587,,,BS653/BOV04.08,,,+,BLP09.08/BLP09bis.08,,,,,,,,0.00371232618134,,,BHC3.02,,,,,,,,,,Shotgun,,Y-85%+,SR-6315 -sample a,GP0000,,Bone,BS653,Bison - Mexico,SR-6315 -sample a,GP0000,,Bone,BS653,Bison - Mexico,31-May-01,Bison - Mexico,SR-6315 -sample a,ABC10122,GP0000,0,Bison,antiquus,,Bone,petrosal,good waxy yellow - 702 mg,North America,United States,Oklahoma,,"Cooper Site, Oklahoma",36.598525,-99.52338,Estimated from Carlson and Bement 2013,,,"Sent to Stafford by L. Bement, weathered site, but petrosal preservation appears good. AMS = 10,580 ",,,,SR-6315/CHEM-7605-7606,,,,Bison - Mexico,,,BS653,31-May-01,200507186,,,,,,,,10580,,,,,,,,"Stafford Chem, no #? AMS",,Post-LGM,10580,,12577,,,,,,,,,,,,,,,,Shapiro,Y
1588,,,BS650,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR 5980,GP0000,,Bone,BS650,Bison - Mexico,SR 5980,GP0000,,Bone,BS650,Bison - Mexico,31-May-01,Bison - Mexico,SR 5980,ABC10125,GP0000,0,Bison,antiquus?,,Bone,Molar dentine,Yellowy column - 4.1g,North America,United States,Oklahoma,,"Jake Bluff, OK",36.598256,-99.526955,Estimated from Carlson and Bement 2013,,,"Sent to Stafford by L. Bement, weathered site, but petrosal preservation appears good. 10,750 +/-40",,,,SR,5980,,,Bison - Mexico,,,BS650,31-May-01,200507186,,,,,,,,10750,,,,,,,,,,Post-LGM,10750,40,12689,,,,,,,,,,,,,,,,Shapiro,N
1589,,,BS651,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR-6060,GP0000,,Bone,BS651,Bison - Mexico,SR-6060,GP0000,,Bone,BS651,Bison - Mexico,31-May-01,Bison - Mexico,SR-6060,ABC10127,GP0000,0,Bison,antiquus,,Bone,Femur - 0.433g,Poor condition but shiny high collagen outer surface. Do not remove!,North America,United States,Oklahoma,,"Cooper Site, Oklahoma",36.598525,-99.52338,Estimated from Carlson and Bement 2013,,,"Sent to Stafford by L. Bement, weathered site, but petrosal preservation appears good. 10,750 +/-40. Poor condition but shiny high collagen outer surface. Do not remove! Stafford Chem-7399",,,,SR,6060,,,Bison - Mexico,,,BS651,31-May-01,200507186,,,,,,,,,,,,,,,,Stafford Chem,7399,Post-LGM,10750,40,12689,,,,,,,,,,,,,,,,Shapiro,N
1590,,,BS652/BOV04.09,,,+,BLP09.09/BLP09bis.09,,,,,,,,,,,BHC3.02,,,,,,,,,,WMG,,Y-85%+,SR-6233,GP0000,,Bone,BS652,Bison - Mexico,SR-6233,GP0000,,Bone,BS652,Bison - Mexico,31-May-01,Bison - Mexico,SR-6233,ABC10126,GP0000,0,Bison,antiquus?,,Bone,petrosal - 2.59g,V.good and poor in sections,North America,United States,Oklahoma,,"Cooper Site, Oklahoma",36.598525,-99.52338,Estimated from Carlson and Bement 2013,,,"Sent to Stafford by L. Bement, weathered site, but petrosal preservation appears good. Date around 10,200 - 10,700. Stafford Chem-7383",,,,SR,6315,,,Bison - Mexico,,,BS652,31-May-01,200507186,,,,,,,,10200-10700?,,,,,,,,Stafford Chem,7383,Post-LGM,10450,250,12200,,,,,,,,,,,,,,,,Shapiro,N
1591,,,BS647,,,,,,,,,,,,,,,,,,,,,,,,,,,,IG UNAM 5314,GP0000,,Horn,BS647,Bison - Mexico,IG UNAM 5314,GP0000,,Horn,BS647,Bison - Mexico,31-May-01,Bison - Mexico,IG UNAM 5314,ABC10101,GP0000,0,Bison,antiquus?,,Horn,Skull - horn base,,North America,Mexico,,Oaxaca,"Rio Colorado, Oax.",17.079647,-96.724698,estimated from GE and location description (coordinates for the city),,,,,,1/4,Institute of Zoology,5314,Alan Cooper,14-Mar-03,Bison - Mexico,,,BS647,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
1592,,,BS646,,,,,,,,,,,,,,,,,,,,,,,,,,,,DP1912,GP0000,,Bone,BS646,Bison - Mexico,DP1912,GP0000,,Bone,BS646,Bison - Mexico,31-May-01,Bison - Mexico,DP1912,ABC10100,GP0000,0,Bison,sp.,,Bone,2nd phalange,,North America,Mexico,,,Las Reyes La Paz,19.360556, -98.98,Estimated from GE and location description (coordinates for Los Reyes Acaquilpan / Municipality of La Paz aka Los Reyes La Paz from Wikipedia),WGS84,,,,,2 or 3/4,Institute of Zoology,DP1912,Alan Cooper,14-Mar-03,Bison - Mexico,,,BS646,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Hair,,Bison - Russia,,GP0000,,Hair,,Bison - Russia,31-May-01,Bison - Russia,0,ABC07850,GP0000,0,Bison,priscus,,Hair,,Pleistocene Hair,Russia,Russia,,,"Yakutsk, Siberia",62.035452,129.675474,General coordinates for city estimated from GE.,,,,7/1/2003,,,Flagstaff,QSP 6537,A.cooper,,Bison - Russia,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,,,BS747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Bone,BS747,Bison - Urals,,0,,Bone,BS747,Bison - Urals,6/1/2005,,,ABC07866,,Bison,Bison,latifrons,,,,Whole hoof keratin,,USA,Arizona,Flagstaff,Stanton's Cave,39.550115,-105.781597,GE*,,,,7/1/2013,,,"NAU, Flagstaff/IMNH",GRCA 55974,A.cooper,,,,,BS747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Bone,,,,0,,Bone,,,6/1/2005,,,ABC07867,,Bison,Bison,,,,,No ID/C14. limb bone frag.,Colorado,USA,Colorado,,,39.550115,-105.781597,GE*,,,,7/1/2013,,,"NAU, Flagstaff",GRCA 56165,A.cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,,,BOV38.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Bone,,Bison - Urals,,0,,Bone,,Bison - Urals,6/1/2005,,,ABC07868,,Bison,Bison,,,,,"No ID/C14, Equus/Bison. small thick bone frag.",Colorado,USA,Colorado,,,39.550115,-105.781597,GE*,,,,7/1/2013,,,"NAU, Flagstaff",GRCA 56821,A.cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,,,BOV38.15,,,,BLP47.22,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC05206,GP0000,0,Bison,priscus,,Bone,Metacarp,"Large, weathered specimen",Yukon,Canada,,,Bluefish Cave 2  ,67.15,-140.75,Reference 3 in Harington et al. 2003,,,,,,,Candian Museum of Nature,MgVo2 (T8) 4-1,Alan Cooper,1-Oct-02,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,M,,BOV26.05,,,-,BLP28.05/BLP31.11,,,,,,,,0.00393493911867,,,BHC26.02,,,,,,,,,,Shotgun/BHC26.02-6.2.17,,,ACS285,0,,Bone,,Bison - Urals,ACS285,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12574,,Bison,Bison,,,,,"43,080 +/- 730 SR-5125. could be latifrons s is huge. Porous bone, but OK preservation. - Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 3rd. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-4,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,BOV26.05,,,,,,,,,,,,,,,,,ACAD db,AMS,,Late Pleistocene,43080,730,46487,,,,,,,,,,,,,,,,,
2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS286,0,,Bone,,Bison - Urals,ACS286,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12575,,Bison,Bison,antiquus,,,,"Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. magnum right. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-39,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,,,BOV26.06,,,-,BLP28.06/BLP31.12/BLP42.05,,,,,,,,0.00146277590722,,,,,,,,,,,,,Shotgun,,,ACS290,0,,Bone,,Bison - Urals,ACS290,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12579,,Bison,Bison,antiquus,,,,"55,500 +/-4,300 SR-5297.  -  Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 2nd. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-88,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,BOV26.06,,,,,,,,,,,,,,,,,ACAD db,SR,5297,Late Pleistocene,55500,4300,61556,,,,,,,,,,,,,,,,,
2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS288,0,,Bone,,Bison - Urals,ACS288,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12577,,Bison,Bison,antiquus,,,,"Water worn, rodent gnawed. - Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 2nd. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-64,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS291,0,,Bone,,Bison - Urals,ACS291,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12580,,Bison,Bison,antiquus,,,,"Rodent gnawed. - Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 2nd. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP5-02-1,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,,,BOV38.13,,,,BLP47.23,,,,,,,,,,,,,,,,,,,,,,,,ACS287,0,,Bone,,Bison - Urals,ACS287,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12576,,Bison,Bison,antiquus,,,,"Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 2nd. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-144,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,BOV39.04,,,,BLP47.24,,,,,,,,,,,,,,,,,,,,,,,,ACS289,0,,Bone,,Bison - Urals,ACS289,0,,Bone,,Bison - Urals,6/1/2005,,,ABC12578,,Bison,Bison,antiquus,,,,"Carnivore chewed.  -  Limestone cave. Bones in clay, cold temps around 10'C. Some mineralisation as most dates 30-45kyr. Arsenic, mercury etc at low levels - EDTA should take care of. Less then 1% of cave excavated to date! Possible carnivore den - high concentration of limb bones, phalanges. No carnivore bones though. Lots rodent gnaw marks.. phalange 1st. B Hockett, BLM",Nevada,USA,Nevada,Mineral Hill Cave,Mineral Hill Cave,40.08,-116.05,Grayson 2005,,,,,,,"BLM, Elok Nevada",TP3-143,"AC - Elko 2004. Bryan Hockett, BLM - collected 90's? Monograph written, and many pictured specimens sampled. Many more specimens of small mammals not sampled.",12/14/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,,,BOV40.11,,,,BLP48.01,,,,,,,,,,,,,,,,,,,,,,,,BL-584,GP0000,,Bone,,Bison - Russia,BL-584,GP0000,,Bone,,Bison - Russia,31-May-01,Bison - Russia,BL-584,ABC07735,GP0000,0,Bison,,,Bone,tibia,,New Siberian Is.,Russia,,Moscow,,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,in situ,2002,,4/4,PIN,,,,Bison - Russia,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,,,BOV40.16,,,,BLP48.02,,,,,,,,,,,,,,,,,,,,,,,,BL-18,GP0000,,Bone,,Bison - Russia,BL-18,GP0000,,Bone,,Bison - Russia,31-May-01,Bison - Russia,BL-18,ABC07736,GP0000,0,Bison,,,Bone,tibia,,New Siberian Is.,Russia,,Moscow,,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,known deposit,2002,,4/4,PIN,,,,Bison - Russia,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,,,BS609/BOV38.04,,,,BLP48.03,,,,,,,,,,,,,,,,,,,,,,,,3913-61,GP0000,,Bone,BS609,Bison - Russia,3913-61,GP0000,,Bone,BS609,Bison - Russia,31-May-01,Bison - Russia,3913-61,ABC07726,GP0000,0,Bison,,,Bone,cranium,,Taimyr Peninsula,Russia,,"Taimyrskoye Lake, Baikura-Neru Bay",,74.5833333,100.5,Debruyne et al. 2008 SI,,,in situ,2002,,2/4,PIN,3913-61,,,Bison - Russia,,,BS609,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2505,,,BS693,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL-559,GP0000,,Bone,BS693,Bison - Russia,BL-559,GP0000,,Bone,BS693,Bison - Russia,31-May-01,Bison - Russia,BL-559,ABC11270,GP0000,0,Bison,,,Bone,astragalus,,New Siberian Is.,Russia,,Novosibirsk Islands,Zimovye River,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,,2002,,3-4/4,PIN,BL-O 559/PIN 202-0559,,,Bison - Russia,,,BS693,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2506,,,BS678,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL-851,GP0000,,Bone,BS678,Bison - Russia,BL-851,GP0000,,Bone,BS678,Bison - Russia,31-May-01,Bison - Russia,BL-851,ABC10884,GP0000,0,Bison,,,Bone,metacarpal,,New Siberian Is.,Russia,,Novosibirsk Islands,Zimovye River,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,,2002,,3-4/5,PIN,BL-O 851/PIN 202-0851,,,Bison - Russia,,,BS678,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2507,,,BS695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS695,Bison - Russia,,GP0000,,Bone,BS695,Bison - Russia,31-May-01,Bison - Russia,0,ABC04288,GP0000,0,Bison,,,Bone,metacarpal,,New Siberian Is.,Russia,,Moscow,,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,,2002,,3-4/6,PIN,,,,Bison - Russia,,,BS695,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,,,BS669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS669,Bison - Russia,,GP0000,,Bone,BS669,Bison - Russia,31-May-01,Bison - Russia,0,ABC10899,GP0000,0,Bison,,,Bone,pelvis frag,,,Russia,,Moscow,,Not enough information in db,,,,,50m down in terrace,2002,,2-3/4,PIN,,,,Bison - Russia,,,BS669,31-May-01,200507186,Mid-Pleistocene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,,,BS712/BOV38.05,,,,BLP48.04,,,,,,,,,,,,,,,,,,,,,,,,3913-62,GP0000,,Bone,BS712,Bison - Russia,3913-62,GP0000,,Bone,BS712,Bison - Russia,31-May-01,Bison - Russia,3913-62,ABC11269,GP0000,0,Bison,,,Bone,metacarpal,,Siberia,Russia,,Taimyr Peninsula,Taimyrskoye Lake,74.5833333,100.5,Debruyne et al. 2008 SI,,,,2002,,2/4,PIN,3913-062,,,Bison - Russia,,,BS712,31-May-01,200507186,Bison rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2511,,,BS665,,,,,,,,,,,,,,,,,,,,,,,,,,,,3915-164,GP0000,,Bone,BS665,Bison - Russia,3915-164,GP0000,,Bone,BS665,Bison - Russia,31-May-01,Bison - Russia,3915-164,ABC10898,GP0000,0,Bison,,,Bone,metacarpal,,Siberia,Russia,,Kolyma lowland,Bochanut  Lake,Unknown location,,,,,,2002,,4/4,PIN,3915-164,,,Bison - Russia,,,BS665,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2512,,,BS689,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341-868,GP0000,,Bone,BS689,Bison - Russia,3341-868,GP0000,,Bone,BS689,Bison - Russia,31-May-01,Bison - Russia,3341-868,ABC02474,GP0000,0,Bison,,,Bone,metacarpal,,Siberia,Russia,,Kolyma lowland,Chukochya Bol.,Unknown location,,,,,,2002,,4/4,PIN,3341-0868,,,Bison - Russia,,,BS689,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2513,,,BS702,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491-347,GP0000,,Bone,BS702,Bison - Russia,3491-347,GP0000,,Bone,BS702,Bison - Russia,31-May-01,Bison - Russia,3491-347,ABC11286,GP0000,0,Bison,,,Bone,metax fragment,,Siberia,Russia,,Kolyma lowland,Mal. Anyyu River,67.5,167.5,Wikipedia/GeoHack,,,in situ,2002,,2/4,PIN,3491-347,,,Bison - Russia,,,BS702,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2514,,,BS673,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160-7; might be the same as A878, but different bones",GP0000,,Bone,BS673,Bison - Russia,160-7,GP0000,,Bone,BS673,Bison - Russia,31-May-01,Bison - Russia,160-7,ABC10892,GP0000,0,Bison,,,Bone,metapodial,,Siberia,Russia,,Indigirka lowland,Keremesit River,Unknown location,,,,,in situ,2002,,4/4,PIN,161-59,,,Bison - Russia,,,BS673,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2515,,,BS685,,,,,,,,,,,,,,,,,,,,,,,,,,,,3915-239,GP0000,,Bone,BS685,Bison - Russia,3915-239,GP0000,,Bone,BS685,Bison - Russia,31-May-01,Bison - Russia,3915-239,ABC11281,GP0000,0,Bison,,,Bone,metacarpal,,,Russia,,Moscow,,Not enough information in db,,,,,,2002,,4/4,PIN,,,,Bison - Russia,,,BS685,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,,,BS707,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021-24,GP0000,,Bone,BS707,Bison - Russia,3021-24,GP0000,,Bone,BS707,Bison - Russia,31-May-01,Bison - Russia,3021-24,ABC11287,GP0000,0,Bison,,,Bone,metacarpal,,Siberia,Russia,,Kolyma lowland,Yakutskoye Lake,Unknown location,,,,,,2002,,4/5,PIN,3021-024,,,Bison - Russia,,,BS707,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
2517,,,BS691,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL-598,GP0000,,Bone,BS691,Bison - Russia,BL-598,GP0000,,Bone,BS691,Bison - Russia,31-May-01,Bison - Russia,BL-598,ABC11289,GP0000,0,Bison,,,Bone,metacarpal,,New Siberian Is.,Russia,,Novosibirsk Islands,Zimovye River,75.266563,145.24983,*GE. Not sure which island; coordinates are for general island area.,,,,2002,,4/6,PIN,BL-O 598/PIN 202-0598,,,Bison - Russia,,,BS691,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
