ACAD Sample Number,Genetic Sex,Sample QC'd in Online db & lab work files?,Extraction,Est. Amt. of Extract left,Bone left?,PCR,LibraryPrep,Est. Amt. of Post-Bst library left in tram barn,P5 Adapter Sequence,P7 Adapter Sequence,Tapestation File,Post-cleanup Concentration,Shotgun Sequencing Run,Sequencing Index,Shotgun Screening %Endogenous,Shotgun Screening %Clonality,Est. Amt. of PCR-amplified Library left in Darling,Capture Mito,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,WMG Capture Sequencing Run,Sequencing Index,Capture 10k,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,SNP Capture Sequencing Run,Sequencing Index,WMG?,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Date of entry into ACAD,ACAD Location,Sample Number,ABC/Oxford Sample Number,Group Number,Sample Description,Genus,Species,Sub species,Category of Sample,Sample Details,Sample Notes,Region,Country,State,Locality,Specific Location,Latitude,Longitude,How location was obtained,Datum,Collection Details,Collection Notes,Date Collected,Collected by,Quality,Museum Name,Museum Accession Number,Sampled by,Date Sampled,ACAD Location,Carbon Date,Mismatch reason,Extracted By/ Date,Date of entry into ACAD,Import permit #,Notes,Sample repatriated,Bone left?,DNA extract?,Museum,Accn. No.,Radiocarbon Accn. No.,Age ,Cal,SE,N/S,Genbank #,# gens,Sample Reference,Date Source,Centre,Centre_num,Stage,Date,Error,OxCal4.2 Int13 Mean calBP,del13      ,del15      ,Sample Reference,Centre,Centre_num,Date,Error,del13      ,del15      ,Centre,Centre_num,Date,Error,del13      ,del15      ,Shapiro?,Shapiro Success?
996,M,,BS208,,,,BLP35.11,,,,,,,,0.236622133916,,,BHC26.18,,,,,,,,,,Shotgun/BHC26.18-6.2.17,,Y-85%+,,GP0000,,Bone,BS208,Bison - Russia,,GP0000,,Bone,BS208,Bison - Russia,31-May-01,Bison - Russia,0,ABC07551,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Duvany Yar,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-DY-12,Ian Barnes,1-Jul-00,Bison - Russia,OxA-11198 C14>65200,,BS208,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS208/CRS.DY.12,ACAD db/Shapiro et al. 2004,OxA,11198,Late Pleistocene,65200,0,,-20.7,7.4,,,,,,,,,,,,,,Shapiro,Y
997,,,BS214,,,,BLP43.13,,,,,,,,,,,,,,,,,,,,,,,,Might be the same as A1061 - has same radiocarbon number,GP0000,,Bone,BS214,Bison - Russia,,GP0000,,Bone,BS214,Bison - Russia,31-May-01,Bison - Russia,0,ABC07553,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Duvany Yar,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,collected from permafrost/ChLM,CRS-DY-36,Ian Barnes,1-Jul-00,Bison - Russia,OxA-10578 C14>58000,same Rdcbn Acc No as 1061,BS214,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,,Shapiro et al. 2004,OxA,10578,Late Pleistocene,58400,0,,-21.1,9.1,,,,,,,,,,,,,,Shapiro,Y
998,M,,BS172,,,,BLP35.12,,,,,,,,0.0260646242504,,,BHC29.15,,,,,,,,,,Shotgun/BHC29.15-6.2.17,,Y-100%,,GP0000,,Bone,BS172,Bison - Alaska,,GP0000,,Bone,BS172,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07542,GP0000,0,Bison,,,Bone,meta-x,,Alaska,United States,,,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF/Paleo,V-54-1105,Alan Cooper,,Bison - Alaska,OxA-10541 C14=12525+-70,,BS172,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,n,UAM,UAMES 6137,OxA-10541,12525±70,14693,246,n,AY748517,3673.25,BS172/V-54-1105,ACAD db/Shapiro et al. 2004,OxA,10541,Post-LGM,12525,70,14759,-19.4,3.4,,,,,,,,,,,,,,Shapiro,Y
999,M,,BS205,,,,BLP35.13/BLP42.13,,,,,,,,0.197006740807,,,BHC29.16,,,,,,,,,,Shotgun/BHC29.16-6.2.17,,,,GP0000,,Bone,BS205,Bison - Russia,,GP0000,,Bone,BS205,Bison - Russia,31-May-01,Bison - Russia,0,ABC07544,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Stanchikovsky Yar,68.275,161.25,Estimated from Murton et al. 2015,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-SY-12,Ian Barnes,1-Jul-00,Bison - Russia,OxA-11333 C14=42150+-650,,BS205,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS205/CRS.IC.12,ACAD db/Shapiro et al.2004,OxA,11333,Late Pleistocene,42150,650,45562,-20,9.2,,,,,,,,,,,,,,Shapiro,Y
1000,,,BS219/BOV40.15,,,,BLP47.14,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS219,,,GP0000,,Bone,BS219,,31-May-01,0,0,ABC07521,GP0000,0,Bison,,,Bone,femur,,Alaska,United States,,,Ikpikpuk River,70.7770810,-154.3924450,Estimated from GE and location description,,,,,,,UAF/Paleo,AK-277-V-34,Alan and Beth,1-Sep-00,0,,,BS219,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1001,M,,BS233,,,,BLP35.14,,,,,,,,0.0069212433247,,,BHC29.17,,,,,,,,,,Shotgun/BHC29.17-6.2.17,,,,GP0000,,Bone,BS233,Bison - Alaska,,GP0000,,Bone,BS233,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07529,GP0000,0,Bison,,,Bone,humerus,,Alaska,United States,,,Elephant Point,66.26,-161.35,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1961,,,UAF/Paleo,V-16-28,Alan and Beth,1-Sep-00,Bison - Alaska,OxA-11223 C14=16685+-80,,BS233,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,n,UAM,UAMES 1088,OxA-11223,16685±80,"19,822",177,n,AY748548,4955.5,BS233/V-16-28,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,11223,LGM,16685,80,20136,-18.8,5.9,,,,,,,,,,,,,,Shapiro,Y
1002,,,BS207/BS326,,,,BLP43.14,,,,,,,,,,,,,,,,,,,,,,,,BS207 extract was used in the library,GP0000,,Bone,BS207/BS326,,,GP0000,,Bone,BS207/BS326,,31-May-01,0,0,ABC07548,GP0000,0,Bison,,,Bone,radius/ulna,,Siberia,Russia,,,Bolshoi-Homoos-Uriakh River,71.16,153.45,Lorenzen et al. 2014 SI,,,,7/1/2000,,,collected from permafrost_x000B_/ChNRS,CRS-IC-29,Ian Barnes,1-Jul-00,0,sent to C14,,BS207/BS326,31-May-01,200507186,,,,,,,,,,,,,,,Shapiro et al. 2004,OxA,10576,Late Pleistocene,>57300,,,,,,,,,,,,,,,,,,Shapiro,Y
1003,M,,BS211,,,,BLP35.15,,,,,,,,0.203818273493,,,BHC23.16,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC23.16,,Y-85%+,,GP0000,,Bone,BS211,Bison - Russia,,GP0000,,Bone,BS211,Bison - Russia,31-May-01,Bison - Russia,0,ABC07549,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Bolshoi-Homoos-Uriakh River,71.16,153.45,Lorenzen et al. 2014 SI,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-IC-5,Ian Barnes,1-Jul-00,Bison - Russia,OxA-10577 C14=43800+-1100,,BS211,31-May-01,200507186,"bag says duvany Yar, also sampled by peggy O amd allistair pike - Filed at ACAD by Bastien Llamas on Sept 08",,,,,,,,,,,,,BS211/CRS-1C-5,ACAD db/Shapiro et al. 2004,OxA,10577,Late Pleistocene,43800,1100,47323,-20.1,9.5,,,,,,,,,,,,,,Shapiro,Y
1004,,,BS167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS167,,,GP0000,,Bone,BS167,,31-May-01,0,0,,GP0000,0,Bison,Priscus,,Bone,metatarsal,,Alaska,United States,,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF,B1.07.B2,,,0,,,BS167,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1005,F,,BS258,,,,BLP32.15,,,,,,,,0.0203070794421,,,BHC27.06,,,,,,,,,,Shotgun/BHC27.06-6.2.17,,,,GP0000,,Bone,BS258,Bison - Alaska,,GP0000,,Bone,BS258,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07374,GP0000,0,Bison,,,Bone,scapula,,Alaska,United States,AK,Fairbanks,Fairbanks Ck,65.04,-147.11,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1952,,,UAF/Paleo,Ak-316-V-11,Alan Cooper,,Bison - Alaska,OxA-10581 C14=22120+-130,,BS258,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAM,UAMES 23109,OxA-10581,22120±130,26540,286,n,AY748567,6635,BS258/AK-316-V-11,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10581,LGM,22120,130,26345,-19.0,5.0,,,,,,,,,,,,,,Shapiro,Y
1006,M,,BS255,,,,BLP35.16,,,,,,,,0.0293410557294,,,BHC26.19,,,,,,,,,,Shotgun/BHC26.19-6.2.17,,,,GP0000,,Bone,BS255,Bison - Canada Yukon,,GP0000,,Bone,BS255,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07133,GP0000,0,Bison,,,Bone,metacarpal,,Canada,Canada,,,"Carmacks area loc. 2, Boliden Creek YT",62.3422222,-137.2602778,From Yukon Placer Mining Industry 2007-2009,,,,1983,,,Canadian Museum of Nature,CMN 42113,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-10548 C14>56000,,BS255,31-May-01,200507186,sent to Peggy O. - Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS255/CMN 42113,ACAD db/Shapiro et al. 2004,OxA,10548,Late Pleistocene,56000,0,,-18.7,7.6,,,,,,,,,,,,,,Shapiro,Y
1007,M,,BS256,,,,BLP32.16,,,,,,,,0.283763363936,,,,,,,,,,,,,WMG,,Y-100%,,GP0000,,Bone,BS256,Bison - Alaska,,GP0000,,Bone,BS256,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07405,GP0000,0,Bison,,,Bone,tibia? frag,,Alaska,United States,,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012 SI data,,,,,,,UAF/Paleo,V-54-17,Alan Cooper,,Bison - Alaska,OxA-10679 C14=12340+-65,,BS256,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAF,V-54-17,OxA-10679,12340±65,14368,241,NA,NA,NA,BS256/V-54-17,ACAD db/Shapiro et  al. 2004,OxA,10679,Post-LGM,12340,65,14382,-18.7,3.9,,,,,,,,,,,,,,Shapiro,Y
1008,,,BS254/BOV09.04,,,+,BLP16.04,,,,,,,,0.0100032130772,,,,,,,,,,,,,Shotgun3.23.17,,,,GP0000,,Bone,BS254,Bison - Canada,,GP0000,,Bone,BS254,Bison - Canada,31-May-01,Bison - Canada,0,ABC07352,GP0000,0,Bison,,,Bone,tibia                 (1/4),"complete and extremely large tibia, from zone IIc  -- likely 9500 - 10000",Canada,Canada,BC,,"Charlie Lake Cave, Peace R. Vy",56.273,-120.944,From Heinzman et al. 2016 SI data,,,,,,,SFU,20043,Alan Cooper,,Bison - Canada,OxA-10580 C14=10230+-55,,BS254,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,SFU,20043,OxA-10580,10230±55,11961,116,s,AY748563,2990.25,BS254/20043,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10580,Post-LGM,10230,55,11948,-18.6,5.5,,,,,,,,,,,,,,Shapiro,Y
1009,M,,BS259,,,,BLP32.17,,,,,,,,0.345068110162,,,BHC23.07,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC23.07,,Y-100%,,GP0000,,Bone,BS259,Bison - Alaska,,GP0000,,Bone,BS259,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07411,GP0000,0,Bison,,,Bone,femur,,Alaska,United States,,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012 SI data,,,,,,,UAF/Paleo,V-54-226,Alan Cooper,,Bison - Alaska,OxA-10538 C14=12960+-70,,BS259,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAF,V-54-226,OxA-10538,12960±70,15537,317,NA,NA,NA,BS259/V-54-226,ACAD db/Shapiro et al. 2004,OxA,10538,Post-LGM,12960,70,15497,-19.1,3.7,,,,,,,,,,,,,,Shapiro,Y
1010,M,,BS253,,,,BLP32.18,,,,,,,,0.144195300241,,,BHC28.08,,,,,,,,,,Shotgun/BHC28.08-6.2.17,,,,GP0000,,Bone,BS253,Bison - Alaska,,GP0000,,Bone,BS253,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07419,GP0000,0,Bison,,,Bone,humerus frag,,Alaska,United States,AK,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,,,,UAF/Paleo,V-54-677,Alan Cooper,,Bison - Alaska,OxA-10855 C14=12665+-65,,BS253,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y,y,UAM,UAMES 6846,OxA-10855,12665±65,14988,206,n,AY748562,3747,BS253/V-54-677,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10855,Post-LGM,12665,65,15046,-19.4,3.9,,,,,,,,,,,,,,Shapiro,Y
1011,F,,BS257,,,,BLP35.17,,,,,,,,0.0287099699196,,,BHC29.18,,,,,,,,,,Shotgun/BHC29.18-6.2.17,,,,GP0000,,DNA Extract,BS257,Bison - Canada Yukon,,GP0000,,DNA Extract,BS257,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07218,GP0000,0,Bison,,,DNA Extract,R. metacarpal,_x000B_,Canada,Canada,YT,,Dawson area_x000B_Last Chance Creek,64.016667,-139.1,Estimated from location description and coordinates listed for entry #375 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47439,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-10682 C14>57500,,BS257,31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,,,,,,,,,,,,BS257/CMN 47439,ACAD db/Shapiro et al. 2004,OxA,10682,Late Pleistocene,57500,0,,-19.2,7.8,,,,,,,,,,,,,,Shapiro,Y
1012,F,,BS262,,,,BLP32.19,,,,,,,,0.0279325536809,,,BHC28.09,,,,,,,,,,Shotgun/BHC28.09-6.2.17,,,,GP0000,,Bone,BS262,Bison - Canada Yukon,,GP0000,,Bone,BS262,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07183,GP0000,0,Bison,,,Bone,Metatarsal,,Canada,Canada,,"Hunker Creek, Dawson City, Yukon Territory, Canada","Dawson area_x000B_Hunter Creek, loc. 37",64.03,-139.2,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1978,,,Canadian Museum of Nature,CMN 35365,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-10680 C14=29150+-500,,BS262,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,y (small bone),y,CMN,CMN 35365,OxA-10680,29150±500,33767,614,n,AY748571,8441.75,BS262/CMN 35365,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10680,Late Pleistocene,29150,500,33191,-19.1,6.4,,,,,,,,,,,,,,Shapiro,Y
1013,M,,BS261,,,,BLP32.20,,,,,,,,0.402947286419,,,BHC26.07,,,,,,,,,,Shotgun/BHC26.07-6.2.17,,Y-100%,,GP0000,,DNA Extract,BS261,Bison - Alaska,,GP0000,,DNA Extract,BS261,Bison - Alaska,31-May-01,Bison - Alaska,0,ABC07349,GP0000,0,Bison,,,DNA Extract,r metatar,,Alaska,United States,AK,Chicken,Lost Chicken Ck,64.06,-141.89,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1974,,,Canadian Museum of Nature,CMN 25856,Alan Cooper,,Bison - Alaska,OxA-10544 C14=12915+-70,,BS261,31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y,CMN,CMN 25856,OxA-10544,12915±70,15446,295,n,AY748570,3861.5,BS261/25856,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10544,Post-LGM,12915,70,15440,-19.9,4.2,,,,,,,,,,,,,,Shapiro,Y
1014,,,BS260/BOV09.05,,,+,BLP16.05,,,,,,,,0.0948732402911,,,,,,,,,,,,,Shotgun3.23.17,,,,GP0000,,Bone,BS260,Bison - Canada Yukon,,GP0000,,Bone,BS260,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07255,GP0000,0,Bison,,,Bone,Metacarpal,_x000B_,Canada,Canada,,"Quartz Creek, Dawson City, Yukon Territory, Canada",Dawson area _x000B_Quartz Creek,63.75,-139.12,From Metcalf et al. 2012/Heintzman et al. 2016 SI data,,,,1991,,,Canadian Museum of Nature,CMN 49583,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-10574 C14=30750+-290,,BS260,31-May-01,200507186,Rep. EW - Filed at ACAD by Bastien Llamas on Sept 08,,n,n,CMN,CMN 49583,OxA-10574,30750±290,35277,454,n,AY748569,8819.25,BS260/CMN 49583,ACAD db/Shapiro et al. 2004/Heinzman et al. 2016 SI,OxA,10574,Late Pleistocene,30750,290,34692,-19.6,5.5,,,,,,,,,,,,,,Shapiro,Y
1015,M,,BS252,,,,BLP32.21,,,,,,,,0.113280003273,,,BHC23.06,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC23.06,,Y-85%+,,GP0000,,DNA Extract,BS252,Bison - Canada Yukon,,GP0000,,DNA Extract,BS252,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07241,GP0000,0,Bison,,,DNA Extract,Metacarpal,_x000B_,Canada,Canada,,,Dawson area_x000B_Gold Run Creek,63.6,-138.5,From Metcalf et al. 2012 SI data,,,,1968,,,Canadian Museum of Nature,CMN 34726,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-10547 C14=21500+-130,,BS252,31-May-01,200507186,"only DNA extract, empty bag filed at ACAD by Bastien Llamas on Sept 08",,n,y,CMN,CMN 34726,OxA-10547,21500±130,25725,252,,AY748561,6431.25,BS252/CMN 34726,ACAD db/Shapiro et al. 2004,OxA,10547,LGM,21500,130,25800,-19.1,7.5,,,,,,,,,,,,,,Shapiro,Y
1016,F,,BS304,,,,BLP35.18,,,,,,,,0.00952939550531,,,BHC29.19,,,,,,,,,,Shotgun/BHC29.19-6.2.17,,Y-100%,,GP0000,,Bone,BS304,Bison - Russia,,GP0000,,Bone,BS304,Bison - Russia,31-May-01,Bison - Russia,0,ABC07577,GP0000,0,Bison,,,Bone,ulna or radius,,Siberia,Russia,,Kolyma lowland,"Stanchikovsky Yar, 1.5 Km upstream",Unknown location,,,,,,7/1/2000,,,ChNRS,CRS-SY-13,Ian Barnes,,Bison - Russia,OxA-11956 C14>63200,,BS304,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS304/CRS.SY.13,ACAD db/Shapiro et al. 2004,OxA,11956,Late Pleistocene,63200,0,,-21,6,,,,,,,,,,,,,,Shapiro,Y
1017,,,BS303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS303,,,GP0000,,Bone,BS303,,31-May-01,0,0,ABC07576,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Duvanyn Yar,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,ChLM,CRS-DY-41,Ian Barnes,,0,,,BS303,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1018,,,BS306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS306,,,GP0000,,Bone,BS306,,31-May-01,0,0,ABC07578,GP0000,0,Bison,,,Bone,mx,,Siberia,Russia,,Kolyma lowland,Duvanny Yar,68.6166667,159.1333333,From Murton et al. 2010 abstract,,,,7/1/2000,,,ChNRS,CRS-IC-16,Ian Barnes,1-Jul-00,0,,,BS306,31-May-01,200507186,sampled by s.davidov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1019,M,,BS310,,,,BLP29.05/BLP29.13/BLP29.21,,,,,,,,,,,BHC24.03,,,,,,,,,,WMG/Shotgun3.23.17/BHC24.03,,Y-85%+,,GP0000,,Bone,BS310,,,GP0000,,Bone,BS310,,31-May-01,0,0,ABC07580,GP0000,0,Bison (maybe),,,Bone,mc,,Siberia,Russia,,Kolyma lowland,"Stanchikovsky Yar, 1.5 km upstream",Unknown location,,,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-SY-11,Ian Barnes,1-Jul-00,0,,,BS310,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1020,,,BS308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS308,,,GP0000,,Bone,BS308,,31-May-01,0,0,ABC07062,GP0000,0,Bison,preoccidentalis,,Bone,skull,,Alaska,United States,,Fairbanks,Lower Gold Stream,64.915,-148.195,From Heinzman et al. 2016 SI data,,,,1939,,,American Museum of Natural History,FAM 46884_x000B_A-251-7922,Alan and Beth,11-Jan-00,0,,,BS308,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1021,,,BS305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS305,,,GP0000,,Bone,BS305,,31-May-01,0,0,ABC07013,GP0000,0,Bison,,,Bone,Meta-x,,Alaska,United States,,Fairbanks,Ester Creek,64.8333333,-148,From location description and Szpak et al. 2010,,,,1938,,,American Museum of Natural History,FAM-139-6008/A-139-6008,Alan and Beth,11-Jan-00,0,,,BS305,31-May-01,200507186,box 139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1022,M,,BS301,,,,BLP35.19,,,,,,,,0.169195463326,,,BHC24.09,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC24.09,,Y-85%+,,GP0000,,Bone,BS301,Bison - Canada Yukon,,GP0000,,Bone,BS301,Bison - Canada Yukon,31-May-01,Bison - Canada Yukon,0,ABC07248,GP0000,0,Bison,,,Bone,Metacarpal,_x000B_,Canada,Canada,,,Dawson area _x000B_80 Pup (Hunker creek),64.0052778,-139.0858333,Preece et al. 2000,,,,1970,,,Canadian Museum of Nature,CMN 44404,Alan and Beth,28-May-00,Bison - Canada Yukon,OxA-11168 C14>56800,,BS301,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS301/CMN 44404,ACAD db/Shapiro et al. 2004,OxA,11168,Late Pleistocene,56800,0,,-18.5,5,,,,,,,,,,,,,,Shapiro,Y
1023,,,BS309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS309,,,GP0000,,Bone,BS309,,31-May-01,0,0,ABC07579,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Amalon River,64.017222,161.801389,Wikipedia/GeoHack,,,,7/1/2000,,,collected from permafrost/ChNRS,CRS-IC-17,Ian Barnes,1-Jul-00,0,,,BS309,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1024,,,BS307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,BS307,,,GP0000,,Bone,BS307,,31-May-01,0,0,ABC07066,GP0000,0,Bison,alaskensis,,Bone,skull,,Alaska,United States,,Fairbanks,Ester Creek,64.8333333,-148,From location description and Szpak et al. 2010,,,,1947,,,American Museum of Natural History,A-424-1259  (or A-421),Alan and Beth,11-Jan-00,0,,,BS307,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,Y
1025,M,,BS279,,,,BLP35.20,,,,,,,,0.364146863987,,,BHC23.10,,,,,,,,,,Shotgun/Shotgun3.23.17/BHC23.10,,Y-100%,,GP0000,,Bone,BS279,Bison - Russia,,GP0000,,Bone,BS279,Bison - Russia,31-May-01,Bison - Russia,0,ABC07559,GP0000,0,Bison,,,Bone,femur,old bison ????,Siberia,Russia,,Lena R. Delta,"on beach  ""Mammoth pingu""_x000B_Mamontovy Khayata, Bykovsky Peninsula",72.5,127.5,Based on location description and Gilbert et al. 2007 SI for site,,,,2001,,,PIN,MKh-01-420,Ian Barnes,1-Aug-01,Bison - Russia,OxA-11167 C14>59300,,BS279,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS279/MKh-01-420,ACAD db/Shapiro et al. 2004,OxA,11167,Late Pleistocene,59300,0,,-19.3,7.6,,,,,,,,,,,,,,Shapiro,Y
1026,M,,BS299,,,,BLP29.04/BLP29.12/BLP29.20,,,,,,,,0.429826794133,,,,,,,,,,,,,WMG,,Y-100%,,GP0000,,Bone,BS299,Bison - Russia,,GP0000,,Bone,BS299,Bison - Russia,31-May-01,Bison - Russia,0,ABC07573,GP0000,0,Bison,,,Bone,,,Siberia,Russia,,Kolyma lowland,Bolshoi-Homoos-Uriakh River / Amalon rv?,Unknown location,,,,,,7/1/2000,,,ChNRS,CRS-IC-18,Ian Barnes,,Bison - Russia,OxA-11921 C14>56800,,BS299,31-May-01,200507186,Filed at ACAD by Bastien Llamas on Sept 08,,,,,,,,,,,,,BS299/CRS.IC.18,ACAD db/Shapiro et al. 2004,OxA,11921,Late Pleistocene,56800,0,,-20.2,8,,,,,,,,,,,,,,Shapiro,Y
1027,F,,BS298,,,,BLP29.03/BLP29.11/BLP29.19,,,,,,,,,,,,,,,,,,,,,Shotgun,,,,GP0000,,Bone,BS298,,,GP0000,,Bone,BS298,,31-May-01,0,0,ABC07572,GP0000,0,Bison,,,Bone,humerus dist frag,,Siberia,Russia,,Kolyma lowland,Chersky Beach,Unknown location,,,,,,7/1/2000,,,ChNRS,CRS-CB-1,Ian Barnes,,0,,,BS298,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shapiro,N
