A17402	0	0
A17403	0	0.0196078
A17404	0.0930233	0.0980392
A17407	0.0470193	0.0489578
A17409	0	0
A17410	0.0414026	0.0959978
A17411	0	0
A17412	0	0.0555556
A17413	0.0565611	0.0844558
A17414	0.047378	0.0604382
A17416	0.131512	0.124803
A17419	0	0.0588235
A17420	0.00769231	0.0291262
A17421	0.092827	0.121212
A17422	0.030303	0.192308
A17423	0	0
A17424	0.0204082	0.0503226
A17425	0.114848	0.0753165
A17426	0.01875	0.101911
A17427	0.0569979	0.046332
A17429	0.047507	0.0579176
A17430	0.0316456	0.0373333
A17431	0.102097	0.117258
A17432	0.116119	0.118056
A17433	0.0416667	0.125
A17434	0.025007	0.0190996
A17435	0.0444444	0.0245399
A17436	0.0495868	0.0517241
A17437	0.0724638	0.0235294
A17438	0.0840336	0.0707831
A17440	0.0520062	0.103644
A17441	0.0928242	0.0628328
A17442	0.0757576	0.0479452
A17443	0.0435922	0.037233
A17444	0.0376418	0.026075
A17446	0.0518489	0.0638066
A17447	0.0210112	0.0282094
A17448	0.0326087	0.0535714
A17449	0.0281094	0.0243386
A17450	0.0238095	0.027027
A17451	0.0258321	0.0277114
A17452	0.0236275	0.0233254
A17453	0.0282486	0.0184049
A17455	0.086087	0.0799709
A17456	0.0205447	0.0270711
A17457	0.0482759	0.0508475
A17458	0.0192308	0.0369369
A17459	0.0180448	0.0246338
A17460	0.0305229	0.0450591
A17461	0.0208016	0.0325157
A17462	0.0534662	0.0739833
A17463	0.0610687	0.0431034
A17464	0.0736842	0.105882
A17465	0	0.0769231
A17466	0.0453258	0.0565476
A17467	0.0429752	0.0348684
A17468	0.0243243	0.0227818
A17470	0.0277551	0.0567139
A17471	0	0.0263158
A17472	0	0
A17473	0.0181818	0.0277778
A17476	0.030303	0.0547945
A17477	0.0573734	0.0568536
A17478	0.103825	0.12835
A17480	0.00972053	0.0629139
A17481	0.107143	0.0997984
A17482	0.0122699	0.0869565
A17483	0.0357143	0.0117647
A17484	0.047619	0
A17485	0.021978	0.0401146
A17486	0.052459	0.0318841
A17487	0.044843	0.0610932
A17488	0.100605	0.106552
A17489	0.0466667	0.112821
A17490	0.0597015	0.0689655
A17491	0.142857	0.15
A17492	0.15467	0.156217
A17493	0.17	0.201613
A17494	0.0606061	0
A17495	0.0490694	0.0436433
A17496	0	0
A17497	0.0576923	0.0126582
A17498	0.04	0.075
A17499	0.0904348	0.0787671
A17500	0.074344	0.12815
A17501	0.130208	0.0812325
A17502	0.0720412	0.0722022
A17503	0.0323741	0.0177936
A17504	0.028626	0.0548523
A17505	0.0571494	0.0690342
A17506	0.0202703	0.023622
A17507	0.142263	0.135191
A17681	0.0847557	0.0299033
A17682	0.0760697	0.0931343
A17683	0.0776164	0.0633402
A17684	0.0812785	0.0701337
A17685	0.0275679	0.0449201
A17686	0.0540619	0.0575456
A17688	0.168607	0.0996377
A17689	0.109604	0.0976843
A17690	0.0980554	0.100622
A17691	0.0873418	0.0617206
A17692	0.125993	0.10653
A17693	0.130696	0.0941428
A17694	0.0560335	0.153287
A17987	0.0307167	0.128889
A17988	0.0175439	0.0111111
A17989	0.0995851	0.160173
A17990	0.0362319	0.0227273
A17991	0.115646	0.148148
A17992	0.133803	0.272109
A17993	0.0577626	0.101255
A17994	0.0291262	0.0222091
A18161	0.102354	0.0900608
A18162	0.0376788	0.0488699
A18163	0.120085	0.127353
A18164	0.0797665	0.136608
A18672	0.0320513	0.030303
A18673	0.0725624	0.0273141
A18674	0	0
A18675	0.0437956	0.0251266
A18676	0.0666822	0.0376102
A18677	0.0445451	0.0655577
A18678	0.5	0.333333
A18679	0.0666667	0.25
A18680	0	0
A18685	0.0231511	0.0533104
A18686	0.0502714	0.039604
A18687	0.173686	0.09805
A18688	0.202101	0.24627
A18689	0.156884	0.13826
A18691	0.175941	0.132333
A2283	0.252964	0.256198
A2285	0.24	0.175439
A2943	0.0650765	0.0524328
A2946	0.0824093	0.0917431
A2949	0.0317132	0.0780933
A2960	0.0398517	0.0332452
A2965	0.118846	0.114419
A2975	0	0
A2990	0.0392157	0.0881459
A2992	0	0
A2999	0	0
A3013	0.108333	0.0864865
A3018	0	0
A3020	0.030445	0.0316197
A3025	0.135057	0.149171
A3036	0.202661	0.163976
A3133	0.0154588	0.00846183
A3266	0.176888	0.1513
A6396	0.189318	0.17425
A708	0.102273	0.0310881
A710	0.078508	0.100671
A764	0.048341	0.0561798
A857	0.0576923	0.140351
A858	0.0631769	0.0505811
A859	0.194122	0.235781
A860	0.0150163	0.0134212
A861	0.070273	0.0862364
A862	0.14083	0.231868
A864	0.0350844	0.022544
A875	0.016503	0.0217603
A885	0.0164009	0.0182788
A886	0.182405	0.164034
A887	0.0603845	0.0510088
A888	0.147138	0.138596
A889	0.147722	0.207595
A892	0.10201	0.07834
A893	0.22595	0.239005
A897	0.0553746	0.0805153
A899	0.0651042	0.0840718
A900	0.195676	0.270203
A903	0.0700132	0.0852911
A909	0.0097561	0.028777
A914	0.0585596	0.0458459
A915	0.0552475	0.0781472
A916	0.0558491	0.0310458
A917	0.0808905	0.0296534
A920	0.227679	0.110333
A923	0.179604	0.214493
A924	0.335599	0.326752
A925	0.025	0.0740741
A927	0.141361	0.0626223
A929	0.263936	0.281082
A938	0.148936	0.0887097
A939	0.0917874	0.164773
A943	0.0860421	0.0729855
A944	0.0549133	0.0303951
A945	0.331947	0.262587
A946	0.107689	0.107959
A947	0.226076	0.139255
A950	0.0142857	0.0434783
A951	0.105263	0
A952	0.0938315	0.0901983
A953	0.195122	0.138889
A954	0.0830565	0.0711387
A955	0.056314	0.0369732
A956	0.093114	0.0962641
A976	0.241354	0.208419
A977	0.102374	0.113812
A978	0.0697562	0.126509
A980	0.196759	0.129419
A982	0.0260698	0.0782225
A983	0.141684	0.0875332
A984	0.0199557	0.0277162
A985	0.12956	0.15116
A987	0.36301	0.304013
A988	0.177278	0.176504
A989	0.113712	0.117307
A990	0.0325289	0.0684411
A992	0.0779183	0.0580564
A993	0.227904	0.259911
A995	0.107091	0.139667
A996	0.113553	0.118855
A998	0.240193	0.185479
A999	0.0951638	0.131529
BS326	0.11735	0.131413
BS408	0.100641	0.0837669
